"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2024-2-5","3.95","3.95","3.99","3.91","189.58M","0.00%"
"2024-2-2","3.95","3.93","3.99","3.89","152.35M","0.77%"
"2024-2-1","3.92","3.94","3.96","3.89","115.17M","-0.76%"
"2024-1-31","3.95","3.95","3.98","3.91","102.64M","-0.25%"
"2024-1-30","3.96","3.97","4.01","3.93","116.64M","-0.50%"
"2024-1-29","3.98","4.00","4.03","3.95","126.83M","-0.50%"
"2024-1-26","4.00","3.89","4.00","3.89","164.31M","3.09%"
"2024-1-25","3.88","3.84","3.89","3.83","113.69M","1.31%"
"2024-1-24","3.83","3.75","3.84","3.75","132.25M","2.41%"
"2024-1-23","3.74","3.73","3.76","3.69","92.18M","0.00%"
"2024-1-22","3.74","3.76","3.81","3.72","166.58M","-0.80%"
"2024-1-19","3.77","3.74","3.78","3.70","126.01M","0.53%"
"2024-1-18","3.75","3.81","3.82","3.65","205.50M","-1.57%"
"2024-1-17","3.81","3.82","3.86","3.80","109.14M","-0.52%"
"2024-1-16","3.83","3.74","3.83","3.73","133.96M","2.41%"
"2024-1-15","3.74","3.73","3.76","3.71","65.21M","0.00%"
"2024-1-12","3.74","3.72","3.76","3.72","55.26M","0.54%"
"2024-1-11","3.72","3.76","3.77","3.72","89.51M","-1.06%"
"2024-1-10","3.76","3.79","3.82","3.76","59.10M","-1.05%"
"2024-1-9","3.80","3.76","3.80","3.73","93.09M","1.06%"
"2024-1-8","3.76","3.79","3.83","3.75","103.20M","-1.31%"
"2024-1-5","3.81","3.76","3.85","3.75","151.16M","1.33%"
"2024-1-4","3.76","3.75","3.77","3.73","77.19M","0.00%"
"2024-1-3","3.76","3.76","3.77","3.74","68.76M","0.00%"
"2024-1-2","3.76","3.74","3.79","3.73","79.39M","0.53%"
"2023-12-29","3.74","3.75","3.76","3.74","58.76M","0.00%"
"2023-12-28","3.74","3.74","3.78","3.73","101.86M","0.00%"
"2023-12-27","3.74","3.78","3.79","3.72","67.43M","-1.06%"
"2023-12-26","3.78","3.81","3.81","3.77","41.25M","-0.53%"
"2023-12-25","3.80","3.77","3.82","3.77","62.04M","0.80%"
"2023-12-22","3.77","3.80","3.82","3.77","63.44M","-0.26%"
"2023-12-21","3.78","3.79","3.79","3.74","74.08M","-0.53%"
"2023-12-20","3.80","3.80","3.84","3.80","62.68M","0.26%"
"2023-12-19","3.79","3.79","3.81","3.77","52.84M","-0.26%"
"2023-12-18","3.80","3.75","3.81","3.74","68.50M","1.33%"
"2023-12-15","3.75","3.81","3.82","3.75","66.59M","-1.06%"
"2023-12-14","3.79","3.85","3.85","3.79","43.90M","-0.79%"
"2023-12-13","3.82","3.86","3.87","3.82","41.67M","-0.78%"
"2023-12-12","3.85","3.81","3.86","3.79","59.78M","1.05%"
"2023-12-11","3.81","3.82","3.83","3.74","83.01M","-0.26%"
"2023-12-8","3.82","3.80","3.86","3.78","80.66M","0.26%"
"2023-12-7","3.81","3.80","3.83","3.76","60.18M","0.53%"
"2023-12-6","3.79","3.82","3.83","3.74","76.55M","-1.04%"
"2023-12-5","3.83","3.87","3.88","3.81","59.78M","-1.03%"
"2023-12-4","3.87","3.86","3.90","3.86","58.38M","0.00%"
"2023-12-1","3.87","3.85","3.87","3.83","64.11M","0.52%"
"2023-11-30","3.85","3.79","3.86","3.78","80.87M","1.58%"
"2023-11-29","3.79","3.84","3.84","3.79","47.27M","-1.30%"
"2023-11-28","3.84","3.85","3.86","3.83","36.42M","-0.26%"
"2023-11-27","3.85","3.83","3.86","3.79","68.42M","0.52%"
"2023-11-24","3.83","3.84","3.86","3.82","49.53M","0.00%"
"2023-11-23","3.83","3.84","3.84","3.81","39.41M","0.00%"
"2023-11-22","3.83","3.85","3.86","3.83","40.30M","-0.26%"
"2023-11-21","3.84","3.82","3.86","3.82","55.46M","0.26%"
"2023-11-20","3.83","3.82","3.84","3.80","45.07M","0.79%"
"2023-11-17","3.80","3.84","3.85","3.80","51.85M","-1.30%"
"2023-11-16","3.85","3.84","3.87","3.83","75.30M","0.52%"
"2023-11-15","3.83","3.86","3.87","3.82","40.08M","-0.52%"
"2023-11-14","3.85","3.82","3.88","3.81","61.71M","0.79%"
"2023-11-13","3.82","3.82","3.83","3.79","53.71M","0.26%"
"2023-11-10","3.81","3.83","3.85","3.80","60.83M","-0.78%"
"2023-11-9","3.84","3.80","3.86","3.79","62.49M","1.05%"
"2023-11-8","3.80","3.83","3.85","3.79","59.45M","-0.78%"
"2023-11-7","3.83","3.80","3.85","3.79","69.83M","1.06%"
"2023-11-6","3.79","3.81","3.82","3.76","79.99M","0.00%"
"2023-11-3","3.79","3.81","3.83","3.78","75.70M","-0.26%"
"2023-11-2","3.80","3.73","3.81","3.73","98.73M","1.88%"
"2023-11-1","3.73","3.73","3.75","3.69","64.94M","0.27%"
"2023-10-31","3.72","3.62","3.73","3.61","116.18M","3.05%"
"2023-10-30","3.61","3.66","3.66","3.60","71.32M","-1.37%"
"2023-10-27","3.66","3.69","3.70","3.66","42.03M","-0.81%"
"2023-10-26","3.69","3.64","3.70","3.63","58.48M","0.82%"
"2023-10-25","3.66","3.61","3.66","3.59","64.75M","1.95%"
"2023-10-24","3.59","3.64","3.66","3.58","80.55M","-1.37%"
"2023-10-23","3.64","3.65","3.68","3.61","57.90M","-0.27%"
"2023-10-20","3.65","3.64","3.68","3.63","61.95M","0.00%"
"2023-10-19","3.65","3.74","3.75","3.65","79.58M","-2.67%"
"2023-10-18","3.75","3.77","3.79","3.75","42.26M","-0.53%"
"2023-10-17","3.77","3.78","3.79","3.76","48.18M","0.00%"
"2023-10-16","3.77","3.75","3.78","3.73","65.99M","0.80%"
"2023-10-13","3.74","3.74","3.77","3.72","60.75M","0.00%"
"2023-10-12","3.74","3.74","3.78","3.73","88.52M","0.81%"
"2023-10-11","3.71","3.65","3.73","3.65","83.38M","1.64%"
"2023-10-10","3.65","3.67","3.69","3.63","68.54M","-0.27%"
"2023-10-9","3.66","3.80","3.81","3.65","142.67M","-4.69%"
"2023-9-28","3.84","3.82","3.85","3.81","44.04M","0.52%"
"2023-9-27","3.82","3.83","3.85","3.81","41.69M","0.00%"
"2023-9-26","3.82","3.86","3.86","3.82","36.98M","-0.78%"
"2023-9-25","3.85","3.83","3.87","3.82","70.98M","0.52%"
"2023-9-22","3.83","3.83","3.84","3.79","65.47M","0.26%"
"2023-9-21","3.82","3.85","3.87","3.82","59.45M","-0.78%"
"2023-9-20","3.85","3.83","3.87","3.82","59.67M","0.52%"
"2023-9-19","3.83","3.79","3.84","3.79","87.46M","0.79%"
"2023-9-18","3.80","3.79","3.80","3.76","57.12M","0.53%"
"2023-9-15","3.78","3.84","3.86","3.78","81.08M","-1.82%"
"2023-9-14","3.85","3.79","3.86","3.78","97.45M","1.85%"
"2023-9-13","3.78","3.79","3.81","3.78","44.41M","-0.26%"
"2023-9-12","3.79","3.80","3.81","3.78","38.75M","-0.26%"
"2023-9-11","3.80","3.79","3.81","3.78","71.84M","0.53%"
"2023-9-8","3.78","3.77","3.79","3.76","42.58M","0.00%"
"2023-9-7","3.78","3.80","3.80","3.76","65.64M","-0.53%"
"2023-9-6","3.80","3.82","3.83","3.79","55.42M","-0.52%"
"2023-9-5","3.82","3.88","3.88","3.82","58.51M","-1.55%"
"2023-9-4","3.88","3.83","3.92","3.82","80.36M","1.57%"
"2023-9-1","3.82","3.79","3.84","3.78","57.91M","1.06%"
"2023-8-31","3.78","3.89","3.91","3.78","177.02M","-3.82%"
"2023-8-30","3.93","3.96","3.98","3.92","72.60M","-1.01%"
"2023-8-29","3.97","4.01","4.03","3.95","114.68M","-1.00%"
"2023-8-28","4.01","4.12","4.16","4.00","162.08M","0.25%"
"2023-8-25","4.00","3.95","4.02","3.95","91.18M","1.01%"
"2023-8-24","3.96","3.98","4.00","3.94","76.58M","-0.75%"
"2023-8-23","3.99","3.99","4.02","3.97","87.50M","0.00%"
"2023-8-22","3.99","3.93","4.00","3.92","92.89M","1.79%"
"2023-8-21","3.92","3.97","4.00","3.92","79.86M","-1.26%"
"2023-8-18","3.97","3.94","4.02","3.93","97.34M","0.76%"
"2023-8-17","3.94","3.98","4.00","3.92","94.63M","-1.01%"
"2023-8-16","3.98","3.98","4.02","3.94","69.60M","-0.25%"
"2023-8-15","3.99","3.89","4.01","3.89","128.58M","2.84%"
"2023-8-14","3.88","3.93","3.93","3.87","92.52M","-2.02%"
"2023-8-11","3.96","4.03","4.04","3.95","81.60M","-1.49%"
"2023-8-10","4.02","4.00","4.02","3.97","64.31M","0.50%"
"2023-8-9","4.00","3.96","4.01","3.95","85.89M","1.01%"
"2023-8-8","3.96","3.95","3.99","3.94","62.24M","-0.25%"
"2023-8-7","3.97","3.98","3.99","3.94","77.89M","-0.50%"
"2023-8-4","3.99","4.00","4.04","3.98","109.65M","-0.25%"
"2023-8-3","4.00","3.95","4.00","3.95","74.07M","1.01%"
"2023-8-2","3.96","4.01","4.01","3.94","105.51M","-1.25%"
"2023-8-1","4.01","4.02","4.03","3.99","71.41M","-0.25%"
"2023-7-31","4.02","4.02","4.06","3.99","108.68M","0.00%"
"2023-7-28","4.02","3.94","4.03","3.93","125.36M","2.03%"
"2023-7-27","3.94","3.93","3.97","3.93","52.67M","0.25%"
"2023-7-26","3.93","3.93","3.95","3.91","49.16M","0.00%"
"2023-7-25","3.93","3.92","3.96","3.92","66.64M","0.51%"
"2023-7-24","3.91","3.92","3.94","3.90","44.98M","-0.51%"
"2023-7-21","3.93","3.91","3.93","3.90","45.71M","0.51%"
"2023-7-20","3.91","3.92","3.95","3.90","57.50M","-0.26%"
"2023-7-19","3.92","3.89","3.93","3.87","49.60M","0.77%"
"2023-7-18","3.89","3.88","3.91","3.85","59.96M","0.26%"
"2023-7-17","3.88","3.84","3.88","3.82","47.70M","0.52%"
"2023-7-14","3.86","3.81","3.87","3.81","66.38M","1.05%"
"2023-7-13","3.82","3.78","3.82","3.77","43.65M","1.33%"
"2023-7-12","3.77","3.77","3.80","3.76","40.46M","-0.26%"
"2023-7-11","3.78","3.73","3.78","3.72","48.02M","1.34%"
"2023-7-10","3.73","3.77","3.78","3.72","47.04M","-1.06%"
"2023-7-7","3.77","3.74","3.78","3.74","46.61M","0.80%"
"2023-7-6","3.74","3.75","3.77","3.73","41.50M","-0.27%"
"2023-7-5","3.75","3.76","3.78","3.75","33.76M","-0.53%"
"2023-7-4","3.77","3.80","3.81","3.75","42.57M","-0.79%"
"2023-7-3","3.80","3.75","3.81","3.75","58.25M","1.33%"
"2023-6-30","3.75","3.74","3.77","3.73","44.37M","0.27%"
"2023-6-29","3.74","3.72","3.75","3.70","40.57M","0.54%"
"2023-6-28","3.72","3.74","3.76","3.71","45.06M","-0.53%"
"2023-6-27","3.74","3.67","3.76","3.65","84.30M","1.91%"
"2023-6-26","3.67","3.72","3.72","3.64","110.64M","-6.38%"
"2023-6-21","3.92","3.90","3.98","3.89","111.48M","0.51%"
"2023-6-20","3.90","3.91","3.92","3.89","61.43M","0.00%"
"2023-6-19","3.90","3.94","3.95","3.90","78.86M","-1.02%"
"2023-6-16","3.94","3.94","3.97","3.93","84.09M","0.00%"
"2023-6-15","3.94","3.93","3.95","3.92","53.83M","0.25%"
"2023-6-14","3.93","3.97","3.98","3.92","82.63M","-0.76%"
"2023-6-13","3.96","3.96","3.98","3.94","61.59M","0.00%"
"2023-6-12","3.96","4.02","4.02","3.96","87.27M","-1.25%"
"2023-6-9","4.01","4.04","4.06","4.00","76.55M","-0.99%"
"2023-6-8","4.05","3.99","4.06","3.95","111.53M","1.76%"
"2023-6-7","3.98","3.96","4.01","3.96","57.14M","0.51%"
"2023-6-6","3.96","3.99","4.03","3.95","80.00M","-1.00%"
"2023-6-5","4.00","3.93","4.01","3.91","97.78M","1.78%"
"2023-6-2","3.93","3.92","3.94","3.90","67.29M","0.51%"
"2023-6-1","3.91","3.94","3.95","3.89","96.31M","-1.26%"
"2023-5-31","3.96","3.92","3.97","3.90","94.00M","1.02%"
"2023-5-30","3.92","3.93","3.96","3.90","93.16M","-0.51%"
"2023-5-29","3.94","3.91","3.97","3.90","100.87M","1.03%"
"2023-5-26","3.90","3.92","3.94","3.85","97.99M","-0.26%"
"2023-5-25","3.91","3.89","3.92","3.87","113.07M","0.00%"
"2023-5-24","3.91","3.98","3.98","3.90","188.12M","-1.76%"
"2023-5-23","3.98","4.05","4.08","3.97","134.98M","-1.73%"
"2023-5-22","4.05","4.02","4.07","4.02","132.89M","0.50%"
"2023-5-19","4.03","4.06","4.06","4.00","140.08M","-0.74%"
"2023-5-18","4.06","4.06","4.12","4.04","172.31M","0.50%"
"2023-5-17","4.04","4.05","4.08","4.00","111.93M","-0.49%"
"2023-5-16","4.06","4.10","4.14","4.04","173.97M","-0.73%"
"2023-5-15","4.09","4.09","4.11","3.97","244.46M","0.00%"
"2023-5-12","4.09","4.13","4.18","4.08","204.89M","-1.45%"
"2023-5-11","4.15","4.15","4.25","4.14","241.89M","-0.72%"
"2023-5-10","4.18","4.30","4.32","4.12","442.51M","-2.79%"
"2023-5-9","4.30","4.44","4.48","4.27","680.70M","-3.15%"
"2023-5-8","4.44","4.13","4.52","4.13","912.08M","6.99%"
"2023-5-5","4.15","4.09","4.24","4.05","842.59M","4.01%"
"2023-5-4","3.99","3.66","3.99","3.65","535.32M","9.92%"
"2023-4-28","3.63","3.61","3.65","3.60","82.61M","0.28%"
"2023-4-27","3.62","3.59","3.62","3.59","73.05M","0.84%"
"2023-4-26","3.59","3.62","3.62","3.56","75.57M","-0.83%"
"2023-4-25","3.62","3.57","3.62","3.56","101.93M","1.69%"
"2023-4-24","3.56","3.56","3.60","3.56","70.11M","0.00%"
"2023-4-21","3.56","3.61","3.62","3.55","101.06M","-1.39%"
"2023-4-20","3.61","3.58","3.61","3.56","85.44M","1.12%"
"2023-4-19","3.57","3.57","3.62","3.56","96.79M","0.00%"
"2023-4-18","3.57","3.51","3.58","3.51","107.74M","1.42%"
"2023-4-17","3.52","3.48","3.52","3.47","74.01M","1.15%"
"2023-4-14","3.48","3.48","3.49","3.47","51.22M","0.00%"
"2023-4-13","3.48","3.47","3.49","3.46","60.17M","0.29%"
"2023-4-12","3.47","3.46","3.47","3.45","42.37M","0.58%"
"2023-4-11","3.45","3.46","3.46","3.45","42.74M","-0.29%"
"2023-4-10","3.46","3.46","3.46","3.45","35.63M","0.00%"
"2023-4-7","3.46","3.45","3.46","3.45","26.29M","0.00%"
"2023-4-6","3.46","3.47","3.47","3.45","32.70M","-0.29%"
"2023-4-4","3.47","3.46","3.47","3.45","51.21M","0.58%"
"2023-4-3","3.45","3.45","3.46","3.44","59.83M","0.00%"
"2023-3-31","3.45","3.47","3.48","3.44","61.89M","-0.86%"
"2023-3-30","3.48","3.44","3.48","3.43","91.08M","1.46%"
"2023-3-29","3.43","3.44","3.46","3.43","51.74M","-0.29%"
"2023-3-28","3.44","3.44","3.45","3.42","55.75M","0.29%"
"2023-3-27","3.43","3.45","3.46","3.42","58.59M","-0.29%"
"2023-3-24","3.44","3.46","3.46","3.44","57.99M","-0.58%"
"2023-3-23","3.46","3.42","3.46","3.42","94.76M","1.17%"
"2023-3-22","3.42","3.41","3.43","3.40","61.04M","0.59%"
"2023-3-21","3.40","3.41","3.43","3.40","58.87M","0.00%"
"2023-3-20","3.40","3.39","3.43","3.39","86.47M","0.29%"
"2023-3-17","3.39","3.41","3.43","3.39","104.51M","-0.29%"
"2023-3-16","3.40","3.39","3.43","3.38","83.39M","0.29%"
"2023-3-15","3.39","3.39","3.40","3.38","46.57M","0.30%"
"2023-3-14","3.38","3.39","3.40","3.37","60.90M","-0.59%"
"2023-3-13","3.40","3.39","3.41","3.38","80.34M","0.00%"
"2023-3-10","3.40","3.43","3.44","3.40","61.87M","-0.87%"
"2023-3-9","3.43","3.44","3.46","3.43","57.08M","-0.29%"
"2023-3-8","3.44","3.44","3.45","3.42","70.39M","-0.29%"
"2023-3-7","3.45","3.44","3.49","3.43","169.12M","0.29%"
"2023-3-6","3.44","3.46","3.46","3.43","80.03M","-0.58%"
"2023-3-3","3.46","3.43","3.46","3.43","100.33M","0.87%"
"2023-3-2","3.43","3.43","3.44","3.42","64.75M","0.00%"
"2023-3-1","3.43","3.41","3.44","3.40","54.76M","0.59%"
"2023-2-28","3.41","3.40","3.42","3.40","39.67M","0.29%"
"2023-2-27","3.40","3.41","3.42","3.40","40.37M","-0.29%"
"2023-2-24","3.41","3.43","3.44","3.41","51.20M","-0.58%"
"2023-2-23","3.43","3.44","3.44","3.43","34.56M","0.00%"
"2023-2-22","3.43","3.45","3.45","3.43","55.69M","-0.87%"
"2023-2-21","3.46","3.45","3.46","3.44","81.56M","0.29%"
"2023-2-20","3.45","3.43","3.45","3.42","55.81M","0.88%"
"2023-2-17","3.42","3.44","3.45","3.42","44.36M","-0.29%"
"2023-2-16","3.43","3.44","3.46","3.43","53.64M","-0.29%"
"2023-2-15","3.44","3.46","3.46","3.44","27.80M","-0.29%"
"2023-2-14","3.45","3.45","3.46","3.44","50.17M","0.29%"
"2023-2-13","3.44","3.45","3.45","3.43","43.45M","0.00%"
"2023-2-10","3.44","3.45","3.45","3.44","30.27M","-0.29%"
"2023-2-9","3.45","3.43","3.45","3.43","37.81M","0.29%"
"2023-2-8","3.44","3.45","3.45","3.43","31.41M","0.00%"
"2023-2-7","3.44","3.44","3.45","3.43","50.15M","0.29%"
"2023-2-6","3.43","3.44","3.45","3.43","46.35M","-0.58%"
"2023-2-3","3.45","3.48","3.49","3.44","64.23M","-0.86%"
"2023-2-2","3.48","3.50","3.50","3.47","50.78M","-0.57%"
"2023-2-1","3.50","3.49","3.50","3.47","56.17M","0.29%"
"2023-1-31","3.49","3.49","3.50","3.48","49.80M","-0.29%"
"2023-1-30","3.50","3.52","3.53","3.49","56.41M","0.00%"
"2023-1-20","3.50","3.48","3.50","3.47","45.36M","0.57%"
"2023-1-19","3.48","3.47","3.49","3.45","34.14M","0.00%"
"2023-1-18","3.48","3.47","3.48","3.46","34.46M","0.29%"
"2023-1-17","3.47","3.48","3.48","3.45","35.58M","0.00%"
"2023-1-16","3.47","3.45","3.49","3.44","66.49M","0.58%"
"2023-1-13","3.45","3.41","3.45","3.41","41.67M","1.17%"
"2023-1-12","3.41","3.43","3.44","3.41","42.18M","-0.87%"
"2023-1-11","3.44","3.44","3.45","3.43","49.61M","0.29%"
"2023-1-10","3.43","3.47","3.47","3.43","47.41M","-0.87%"
"2023-1-9","3.46","3.47","3.48","3.45","52.52M","-0.29%"
"2023-1-6","3.47","3.49","3.49","3.45","50.04M","-0.29%"
"2023-1-5","3.48","3.47","3.49","3.47","51.00M","0.29%"
"2023-1-4","3.47","3.45","3.48","3.44","55.37M","0.87%"
"2023-1-3","3.44","3.46","3.46","3.42","58.48M","-0.29%"
"2022-12-30","3.45","3.43","3.47","3.42","45.99M","0.58%"
"2022-12-29","3.43","3.43","3.45","3.40","50.13M","0.00%"
"2022-12-28","3.43","3.42","3.45","3.42","36.57M","0.00%"
"2022-12-27","3.43","3.40","3.44","3.40","34.16M","0.88%"
"2022-12-26","3.40","3.42","3.43","3.39","35.60M","-0.29%"
"2022-12-23","3.41","3.42","3.44","3.41","31.17M","-0.58%"
"2022-12-22","3.43","3.43","3.45","3.41","28.64M","0.29%"
"2022-12-21","3.42","3.42","3.44","3.41","35.36M","0.00%"
"2022-12-20","3.42","3.44","3.47","3.42","52.64M","-0.87%"
"2022-12-19","3.45","3.51","3.52","3.44","59.56M","-1.71%"
"2022-12-16","3.51","3.46","3.51","3.46","62.27M","1.15%"
"2022-12-15","3.47","3.50","3.51","3.47","52.44M","-1.14%"
"2022-12-14","3.51","3.52","3.52","3.49","65.94M","0.00%"
"2022-12-13","3.51","3.52","3.53","3.50","66.02M","0.00%"
"2022-12-12","3.51","3.57","3.58","3.50","59.21M","-1.68%"
"2022-12-9","3.57","3.57","3.59","3.56","56.52M","0.28%"
"2022-12-8","3.56","3.55","3.59","3.55","45.95M","0.00%"
"2022-12-7","3.56","3.58","3.60","3.55","66.86M","-0.56%"
"2022-12-6","3.58","3.54","3.59","3.54","69.55M","0.85%"
"2022-12-5","3.55","3.51","3.56","3.50","82.02M","1.72%"
"2022-12-2","3.49","3.51","3.52","3.49","49.97M","-0.57%"
"2022-12-1","3.51","3.54","3.56","3.50","67.19M","-0.28%"
"2022-11-30","3.52","3.53","3.56","3.51","80.61M","0.00%"
"2022-11-29","3.52","3.46","3.55","3.46","106.45M","2.03%"
"2022-11-28","3.45","3.50","3.51","3.44","82.85M","-1.99%"
"2022-11-25","3.52","3.46","3.53","3.45","104.38M","1.44%"
"2022-11-24","3.47","3.47","3.48","3.45","65.53M","0.29%"
"2022-11-23","3.46","3.47","3.51","3.44","102.39M","0.00%"
"2022-11-22","3.46","3.40","3.47","3.40","89.26M","1.47%"
"2022-11-21","3.41","3.40","3.43","3.37","74.07M","0.29%"
"2022-11-18","3.40","3.43","3.43","3.40","71.20M","-0.87%"
"2022-11-17","3.43","3.44","3.45","3.41","42.43M","-0.58%"
"2022-11-16","3.45","3.47","3.48","3.44","31.02M","-0.86%"
"2022-11-15","3.48","3.45","3.49","3.44","55.62M","0.87%"
"2022-11-14","3.45","3.45","3.49","3.44","66.73M","0.29%"
"2022-11-11","3.44","3.41","3.46","3.41","61.64M","1.47%"
"2022-11-10","3.39","3.39","3.40","3.38","23.94M","0.00%"
"2022-11-9","3.39","3.41","3.42","3.39","23.25M","-0.59%"
"2022-11-8","3.41","3.41","3.42","3.39","70.82M","0.00%"
"2022-11-7","3.41","3.42","3.43","3.40","57.64M","-0.58%"
"2022-11-4","3.43","3.37","3.43","3.37","86.06M","1.48%"
"2022-11-3","3.38","3.37","3.38","3.36","59.77M","0.30%"
"2022-11-2","3.37","3.34","3.39","3.33","76.65M","0.60%"
"2022-11-1","3.35","3.30","3.35","3.29","78.94M","1.52%"
"2022-10-31","3.30","3.29","3.31","3.27","49.15M","0.30%"
"2022-10-28","3.29","3.32","3.33","3.28","44.82M","-0.90%"
"2022-10-27","3.32","3.31","3.33","3.31","31.90M","0.30%"
"2022-10-26","3.31","3.32","3.35","3.31","46.40M","-0.30%"
"2022-10-25","3.32","3.31","3.33","3.29","60.47M","0.30%"
"2022-10-24","3.31","3.36","3.37","3.31","91.49M","-1.49%"
"2022-10-21","3.36","3.39","3.40","3.35","58.49M","-0.59%"
"2022-10-20","3.38","3.40","3.41","3.38","68.66M","-0.59%"
"2022-10-19","3.40","3.40","3.41","3.39","30.19M","0.00%"
"2022-10-18","3.40","3.42","3.42","3.39","45.62M","-0.29%"
"2022-10-17","3.41","3.41","3.42","3.39","45.03M","-0.29%"
"2022-10-14","3.42","3.41","3.44","3.40","41.78M","0.59%"
"2022-10-13","3.40","3.41","3.42","3.39","34.15M","-0.87%"
"2022-10-12","3.43","3.41","3.43","3.39","47.33M","0.29%"
"2022-10-11","3.42","3.41","3.42","3.40","39.19M","0.59%"
"2022-10-10","3.40","3.39","3.44","3.38","53.42M","0.29%"
"2022-9-30","3.39","3.38","3.41","3.38","52.25M","0.30%"
"2022-9-29","3.38","3.43","3.44","3.37","43.23M","-1.17%"
"2022-9-28","3.42","3.43","3.45","3.40","66.47M","-0.58%"
"2022-9-27","3.44","3.44","3.45","3.41","50.53M","0.00%"
"2022-9-26","3.44","3.51","3.52","3.43","71.85M","-2.27%"
"2022-9-23","3.52","3.50","3.52","3.49","49.47M","0.57%"
"2022-9-22","3.50","3.50","3.51","3.49","33.92M","-0.28%"
"2022-9-21","3.51","3.50","3.52","3.47","40.13M","0.29%"
"2022-9-20","3.50","3.52","3.54","3.50","38.10M","-0.28%"
"2022-9-19","3.51","3.57","3.57","3.50","61.86M","-1.68%"
"2022-9-16","3.57","3.62","3.62","3.55","77.28M","-1.38%"
"2022-9-15","3.62","3.61","3.63","3.60","61.52M","0.28%"
"2022-9-14","3.61","3.61","3.63","3.60","43.27M","-0.28%"
"2022-9-13","3.62","3.62","3.63","3.61","45.02M","0.28%"
"2022-9-9","3.61","3.60","3.62","3.59","47.53M","0.56%"
"2022-9-8","3.59","3.60","3.61","3.59","41.69M","-0.28%"
"2022-9-7","3.60","3.62","3.63","3.59","38.44M","-0.83%"
"2022-9-6","3.63","3.62","3.64","3.61","62.60M","0.28%"
"2022-9-5","3.62","3.62","3.62","3.60","27.98M","0.00%"
"2022-9-2","3.62","3.62","3.63","3.61","36.06M","0.28%"
"2022-9-1","3.61","3.61","3.63","3.60","41.60M","0.28%"
"2022-8-31","3.60","3.59","3.62","3.58","53.73M","0.28%"
"2022-8-30","3.59","3.58","3.60","3.57","50.32M","0.28%"
"2022-8-29","3.58","3.60","3.61","3.57","59.23M","-1.10%"
"2022-8-26","3.62","3.61","3.63","3.60","48.01M","0.56%"
"2022-8-25","3.60","3.59","3.61","3.59","37.15M","0.28%"
"2022-8-24","3.59","3.60","3.62","3.59","32.25M","-0.28%"
"2022-8-23","3.60","3.62","3.62","3.60","32.62M","-0.55%"
"2022-8-22","3.62","3.61","3.63","3.61","37.12M","-0.28%"
"2022-8-19","3.63","3.64","3.66","3.61","46.17M","-0.55%"
"2022-8-18","3.65","3.65","3.66","3.63","23.89M","-0.27%"
"2022-8-17","3.66","3.64","3.66","3.63","27.93M","0.83%"
"2022-8-16","3.63","3.62","3.64","3.61","24.72M","0.28%"
"2022-8-15","3.62","3.64","3.66","3.62","29.24M","-0.55%"
"2022-8-12","3.64","3.64","3.65","3.63","23.22M","-0.27%"
"2022-8-11","3.65","3.60","3.65","3.59","30.05M","1.67%"
"2022-8-10","3.59","3.61","3.63","3.59","24.40M","-0.55%"
"2022-8-9","3.61","3.64","3.64","3.61","28.07M","-0.55%"
"2022-8-8","3.63","3.68","3.69","3.63","30.86M","-1.36%"
"2022-8-5","3.68","3.64","3.68","3.63","42.25M","1.10%"
"2022-8-4","3.64","3.61","3.65","3.61","30.70M","0.83%"
"2022-8-3","3.61","3.58","3.64","3.57","52.07M","0.84%"
"2022-8-2","3.58","3.60","3.61","3.55","58.87M","-0.83%"
"2022-8-1","3.61","3.63","3.64","3.61","27.16M","-0.82%"
"2022-7-29","3.64","3.66","3.66","3.63","35.25M","-0.55%"
"2022-7-28","3.66","3.65","3.66","3.64","31.79M","0.27%"
"2022-7-27","3.65","3.63","3.65","3.62","32.51M","0.55%"
"2022-7-26","3.63","3.61","3.63","3.61","34.85M","0.55%"
"2022-7-25","3.61","3.63","3.63","3.61","23.61M","-0.55%"
"2022-7-22","3.63","3.63","3.64","3.61","28.55M","0.28%"
"2022-7-21","3.62","3.64","3.64","3.62","35.17M","-0.55%"
"2022-7-20","3.64","3.65","3.66","3.63","22.52M","0.00%"
"2022-7-19","3.64","3.66","3.67","3.64","34.39M","-0.82%"
"2022-7-18","3.67","3.62","3.67","3.62","47.50M","1.38%"
"2022-7-15","3.62","3.67","3.67","3.62","62.28M","-1.63%"
"2022-7-14","3.68","3.70","3.71","3.66","68.39M","-0.81%"
"2022-7-13","3.71","3.72","3.73","3.70","57.72M","-0.27%"
"2022-7-12","3.72","3.69","3.73","3.69","77.20M","0.54%"
"2022-7-11","3.70","3.67","3.71","3.67","55.77M","0.54%"
"2022-7-8","3.68","3.67","3.68","3.66","33.42M","0.55%"
"2022-7-7","3.66","3.67","3.67","3.65","36.46M","-0.27%"
"2022-7-6","3.67","3.69","3.69","3.65","52.45M","-0.27%"
"2022-7-5","3.68","3.70","3.71","3.68","45.82M","-0.54%"
"2022-7-4","3.70","3.71","3.72","3.68","46.94M","-0.27%"
"2022-7-1","3.71","3.72","3.74","3.71","40.59M","-0.27%"
"2022-6-30","3.72","3.72","3.74","3.71","52.45M","0.00%"
"2022-6-29","3.72","3.70","3.73","3.69","67.51M","0.54%"
