"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2025-6-10","4.72","4.60","4.77","4.59","364.42M","2.83%"
"2025-6-9","4.59","4.49","4.61","4.48","294.17M","2.46%"
"2025-6-6","4.48","4.45","4.53","4.44","159.06M","0.67%"
"2025-6-5","4.45","4.51","4.52","4.42","157.57M","-1.11%"
"2025-6-4","4.50","4.48","4.54","4.47","188.22M","0.45%"
"2025-6-3","4.48","4.34","4.52","4.33","354.06M","2.99%"
"2025-5-30","4.35","4.31","4.37","4.30","234.22M","1.16%"
"2025-5-29","4.30","4.28","4.31","4.26","207.90M","0.47%"
"2025-5-28","4.28","4.28","4.32","4.25","152.95M","0.23%"
"2025-5-27","4.27","4.20","4.30","4.19","294.34M","1.67%"
"2025-5-26","4.20","4.16","4.21","4.15","205.30M","0.96%"
"2025-5-23","4.16","4.19","4.22","4.16","182.66M","-0.95%"
"2025-5-22","4.20","4.16","4.20","4.14","131.41M","0.96%"
"2025-5-21","4.16","4.14","4.18","4.13","116.89M","0.48%"
"2025-5-20","4.14","4.13","4.16","4.11","110.30M","0.49%"
"2025-5-19","4.12","4.13","4.17","4.11","125.69M","-0.24%"
"2025-5-16","4.13","4.16","4.18","4.10","135.50M","-0.48%"
"2025-5-15","4.15","4.19","4.22","4.15","154.84M","-1.19%"
"2025-5-14","4.20","4.13","4.20","4.11","267.86M","1.69%"
"2025-5-13","4.13","4.10","4.14","4.07","229.30M","1.23%"
"2025-5-12","4.08","4.09","4.12","4.07","155.66M","-0.24%"
"2025-5-9","4.09","4.07","4.10","4.06","161.83M","0.74%"
"2025-5-8","4.06","4.04","4.08","4.02","182.87M","0.50%"
"2025-5-7","4.04","3.99","4.04","3.97","222.70M","1.76%"
"2025-5-6","3.97","3.98","3.99","3.96","149.70M","-0.25%"
"2025-4-30","3.98","3.96","3.98","3.92","169.03M","0.25%"
"2025-4-29","3.97","3.98","4.03","3.96","146.54M","-0.25%"
"2025-4-28","3.98","3.96","4.00","3.95","156.50M","0.76%"
"2025-4-25","3.95","3.97","3.99","3.94","125.76M","-0.50%"
"2025-4-24","3.97","3.97","3.99","3.96","121.61M","0.00%"
"2025-4-23","3.97","4.01","4.02","3.96","145.97M","-1.00%"
"2025-4-22","4.01","3.99","4.03","3.97","133.53M","0.75%"
"2025-4-21","3.98","4.01","4.05","3.97","169.13M","-1.00%"
"2025-4-18","4.02","4.02","4.04","4.01","142.88M","0.00%"
"2025-4-17","4.02","4.01","4.03","3.98","148.75M","0.00%"
"2025-4-16","4.02","4.00","4.03","3.98","180.63M","0.25%"
"2025-4-15","4.01","3.95","4.02","3.94","219.51M","1.52%"
"2025-4-14","3.95","3.99","4.00","3.93","163.94M","-0.75%"
"2025-4-11","3.98","3.89","3.99","3.87","222.44M","2.31%"
"2025-4-10","3.89","3.91","3.92","3.88","132.71M","-0.51%"
"2025-4-9","3.91","3.89","3.92","3.82","237.61M","0.51%"
"2025-4-8","3.89","3.80","3.89","3.80","289.09M","2.37%"
"2025-4-7","3.80","3.88","3.90","3.71","414.49M","-4.76%"
"2025-4-3","3.99","4.00","4.02","3.97","130.67M","-0.50%"
"2025-4-2","4.01","3.94","4.02","3.94","172.93M","1.52%"
"2025-4-1","3.95","3.90","3.98","3.90","229.66M","1.28%"
"2025-3-31","3.90","3.95","3.96","3.87","374.09M","-2.99%"
"2025-3-28","4.02","4.04","4.05","4.02","116.42M","-0.50%"
"2025-3-27","4.04","4.04","4.05","4.03","129.21M","0.00%"
"2025-3-26","4.04","4.08","4.09","4.04","228.76M","-0.98%"
"2025-3-25","4.08","4.09","4.10","4.07","115.75M","0.00%"
"2025-3-24","4.08","4.09","4.12","4.07","164.98M","-0.24%"
"2025-3-21","4.09","4.14","4.16","4.08","200.59M","-1.21%"
"2025-3-20","4.14","4.16","4.19","4.13","173.13M","-0.48%"
"2025-3-19","4.16","4.15","4.17","4.14","127.40M","0.24%"
"2025-3-18","4.15","4.17","4.17","4.14","92.03M","-0.24%"
"2025-3-17","4.16","4.16","4.18","4.15","116.37M","0.00%"
"2025-3-14","4.16","4.12","4.17","4.11","185.86M","0.97%"
"2025-3-13","4.12","4.10","4.13","4.09","117.86M","0.49%"
"2025-3-12","4.10","4.11","4.12","4.09","80.75M","-0.24%"
"2025-3-11","4.11","4.09","4.11","4.08","103.16M","0.24%"
"2025-3-10","4.10","4.13","4.13","4.08","155.26M","-0.73%"
"2025-3-7","4.13","4.14","4.16","4.13","116.77M","-0.24%"
"2025-3-6","4.14","4.21","4.22","4.13","252.09M","-1.43%"
"2025-3-5","4.20","4.16","4.22","4.15","199.32M","1.20%"
"2025-3-4","4.15","4.14","4.16","4.12","110.07M","0.00%"
"2025-3-3","4.15","4.11","4.15","4.10","167.55M","0.73%"
"2025-2-28","4.12","4.12","4.15","4.12","191.52M","-0.24%"
"2025-2-27","4.13","4.13","4.14","4.10","126.83M","0.24%"
"2025-2-26","4.12","4.10","4.16","4.10","158.67M","0.49%"
"2025-2-25","4.10","4.12","4.14","4.10","118.49M","-0.49%"
"2025-2-24","4.12","4.13","4.15","4.11","146.53M","-0.24%"
"2025-2-21","4.13","4.17","4.18","4.12","174.58M","-0.72%"
"2025-2-20","4.16","4.17","4.19","4.15","116.07M","-0.24%"
"2025-2-19","4.17","4.22","4.22","4.17","171.89M","-1.18%"
"2025-2-18","4.22","4.19","4.27","4.18","269.25M","0.72%"
"2025-2-17","4.19","4.19","4.20","4.15","143.28M","0.24%"
"2025-2-14","4.18","4.16","4.19","4.14","152.71M","0.24%"
"2025-2-13","4.17","4.16","4.19","4.15","130.84M","0.24%"
"2025-2-12","4.16","4.16","4.17","4.13","112.62M","0.24%"
"2025-2-11","4.15","4.16","4.18","4.14","143.28M","0.00%"
"2025-2-10","4.15","4.11","4.16","4.10","165.30M","0.97%"
"2025-2-7","4.11","4.10","4.12","4.08","168.83M","0.49%"
"2025-2-6","4.09","4.09","4.12","4.07","156.73M","0.00%"
"2025-2-5","4.09","4.15","4.17","4.08","168.32M","-1.45%"
"2025-1-27","4.15","4.12","4.20","4.11","209.87M","1.22%"
"2025-1-24","4.10","4.14","4.15","4.06","193.85M","-1.20%"
"2025-1-23","4.15","4.06","4.17","4.05","310.05M","2.98%"
"2025-1-22","4.03","4.08","4.09","4.02","157.26M","-1.23%"
"2025-1-21","4.08","4.08","4.11","4.05","206.59M","0.49%"
"2025-1-20","4.06","4.03","4.09","4.02","197.98M","1.25%"
"2025-1-17","4.01","4.03","4.04","3.99","144.86M","-0.74%"
"2025-1-16","4.04","4.05","4.05","4.01","123.30M","0.25%"
"2025-1-15","4.03","4.02","4.08","4.01","158.27M","0.25%"
"2025-1-14","4.02","3.94","4.02","3.93","195.95M","2.29%"
"2025-1-13","3.93","3.96","3.97","3.89","181.04M","-1.01%"
"2025-1-10","3.97","4.00","4.02","3.96","162.68M","-0.75%"
"2025-1-9","4.00","4.05","4.05","3.99","176.28M","-0.99%"
"2025-1-8","4.04","4.06","4.10","4.01","240.82M","-0.49%"
"2025-1-7","4.06","4.01","4.06","3.99","165.20M","1.00%"
"2025-1-6","4.02","4.01","4.03","3.93","230.03M","0.50%"
"2025-1-3","4.00","4.02","4.05","3.97","260.20M","-0.25%"
"2025-1-2","4.01","4.14","4.18","3.99","368.40M","-2.91%"
"2024-12-31","4.13","4.19","4.28","4.12","308.46M","-1.43%"
"2024-12-30","4.19","4.10","4.20","4.10","309.43M","2.20%"
"2024-12-27","4.10","4.08","4.11","4.05","183.65M","0.49%"
"2024-12-26","4.08","4.11","4.13","4.07","146.17M","-0.97%"
"2024-12-25","4.12","4.11","4.16","4.10","216.51M","0.49%"
"2024-12-24","4.10","4.07","4.11","4.06","188.89M","0.74%"
"2024-12-23","4.07","4.04","4.10","4.03","239.07M","0.99%"
"2024-12-20","4.03","4.03","4.05","4.01","158.92M","0.00%"
"2024-12-19","4.03","4.05","4.07","4.00","206.62M","-0.98%"
"2024-12-18","4.07","4.04","4.11","4.03","220.24M","1.24%"
"2024-12-17","4.02","4.08","4.10","4.01","239.87M","-1.23%"
"2024-12-16","4.07","4.05","4.11","4.04","250.09M","0.25%"
"2024-12-13","4.06","4.13","4.15","4.05","393.69M","-1.93%"
"2024-12-12","4.14","4.07","4.14","4.05","317.78M","1.97%"
"2024-12-11","4.06","4.08","4.11","4.04","209.30M","-0.73%"
"2024-12-10","4.09","4.13","4.16","4.07","249.66M","0.49%"
"2024-12-9","4.07","4.07","4.10","4.04","200.96M","0.25%"
"2024-12-6","4.06","4.03","4.09","4.02","224.86M","1.00%"
"2024-12-5","4.02","4.03","4.06","4.01","181.06M","-0.74%"
"2024-12-4","4.05","4.04","4.07","4.01","246.47M","0.25%"
"2024-12-3","4.04","3.97","4.04","3.97","254.24M","1.51%"
"2024-12-2","3.98","3.96","3.99","3.93","219.76M","0.51%"
"2024-11-29","3.96","3.94","4.04","3.94","306.26M","0.51%"
"2024-11-28","3.94","3.93","3.97","3.92","174.51M","-0.25%"
"2024-11-27","3.95","3.91","3.95","3.87","203.54M","0.51%"
"2024-11-26","3.93","3.89","3.95","3.86","237.84M","1.03%"
"2024-11-25","3.89","3.88","3.92","3.87","280.17M","0.52%"
"2024-11-22","3.87","3.98","4.00","3.87","327.29M","-3.01%"
"2024-11-21","3.99","4.04","4.07","3.96","379.91M","-1.72%"
"2024-11-20","4.06","4.10","4.17","4.02","604.72M","-2.40%"
"2024-11-19","4.16","4.10","4.35","4.03","1.02B","2.72%"
"2024-11-18","4.05","3.83","4.15","3.82","886.91M","7.43%"
"2024-11-15","3.77","3.77","3.82","3.75","184.89M","0.00%"
"2024-11-14","3.77","3.80","3.82","3.77","196.94M","-0.79%"
"2024-11-13","3.80","3.78","3.82","3.77","183.56M","-2.31%"
"2024-11-12","3.89","3.92","3.96","3.89","199.19M","-1.02%"
"2024-11-11","3.93","3.93","3.94","3.89","180.44M","0.00%"
"2024-11-8","3.93","3.98","4.00","3.91","208.78M","-0.76%"
"2024-11-7","3.96","3.86","3.96","3.85","250.06M","2.33%"
"2024-11-6","3.87","3.88","3.89","3.85","151.92M","0.00%"
"2024-11-5","3.87","3.81","3.87","3.81","209.44M","1.31%"
"2024-11-4","3.82","3.79","3.82","3.75","166.38M","0.79%"
"2024-11-1","3.79","3.78","3.81","3.77","197.95M","0.26%"
"2024-10-31","3.78","3.78","3.80","3.74","250.26M","-1.05%"
"2024-10-30","3.82","3.84","3.87","3.79","184.53M","-0.78%"
"2024-10-29","3.85","3.89","3.93","3.84","220.27M","-0.77%"
"2024-10-28","3.88","3.89","3.89","3.83","161.96M","-0.26%"
"2024-10-25","3.89","3.90","3.91","3.88","162.22M","-0.51%"
"2024-10-24","3.91","3.90","3.94","3.89","141.34M","0.26%"
"2024-10-23","3.90","3.91","3.92","3.89","144.31M","0.00%"
"2024-10-22","3.90","3.90","3.94","3.88","148.08M","-0.26%"
"2024-10-21","3.91","3.91","3.92","3.87","221.08M","0.00%"
"2024-10-18","3.91","3.89","3.95","3.82","314.62M","0.51%"
"2024-10-17","3.89","3.95","3.98","3.89","232.95M","-1.52%"
"2024-10-16","3.95","3.87","3.98","3.86","279.60M","1.28%"
"2024-10-15","3.90","3.96","4.00","3.90","263.68M","-1.76%"
"2024-10-14","3.97","3.95","4.01","3.93","334.36M","2.06%"
"2024-10-11","3.89","3.99","4.02","3.87","257.40M","-2.02%"
"2024-10-10","3.97","3.87","4.05","3.85","414.29M","3.39%"
"2024-10-9","3.84","4.08","4.08","3.83","531.91M","-7.02%"
"2024-10-8","4.13","4.41","4.41","4.02","716.82M","2.74%"
"2024-9-30","4.02","3.86","4.04","3.85","627.79M","5.79%"
"2024-9-27","3.80","3.84","3.91","3.73","280.58M","0.26%"
"2024-9-26","3.79","3.64","3.79","3.63","318.86M","3.84%"
"2024-9-25","3.65","3.61","3.68","3.59","303.43M","2.24%"
"2024-9-24","3.57","3.51","3.58","3.50","215.28M","2.00%"
"2024-9-23","3.50","3.44","3.52","3.43","171.93M","2.04%"
"2024-9-20","3.43","3.42","3.45","3.40","138.48M","0.59%"
"2024-9-19","3.41","3.38","3.42","3.37","115.44M","0.89%"
"2024-9-18","3.38","3.35","3.38","3.33","106.37M","1.81%"
"2024-9-13","3.32","3.34","3.38","3.32","114.09M","-0.60%"
"2024-9-12","3.34","3.27","3.35","3.26","147.25M","2.14%"
"2024-9-11","3.27","3.31","3.32","3.25","131.13M","-1.51%"
"2024-9-10","3.32","3.32","3.34","3.29","140.50M","0.30%"
"2024-9-9","3.31","3.41","3.41","3.31","225.57M","-2.93%"
"2024-9-6","3.41","3.42","3.44","3.40","93.82M","0.00%"
"2024-9-5","3.41","3.41","3.42","3.40","83.61M","0.00%"
"2024-9-4","3.41","3.42","3.45","3.41","109.71M","-0.58%"
"2024-9-3","3.43","3.48","3.49","3.41","154.54M","-1.44%"
"2024-9-2","3.48","3.43","3.51","3.43","219.33M","1.46%"
"2024-8-30","3.43","3.42","3.47","3.41","199.58M","0.59%"
"2024-8-29","3.41","3.48","3.48","3.41","172.70M","-2.01%"
"2024-8-28","3.48","3.49","3.50","3.46","106.10M","-0.29%"
"2024-8-27","3.49","3.50","3.52","3.47","130.41M","-0.29%"
"2024-8-26","3.50","3.48","3.51","3.46","132.44M","0.57%"
"2024-8-23","3.48","3.48","3.49","3.45","154.88M","-0.29%"
"2024-8-22","3.49","3.47","3.51","3.46","150.33M","0.58%"
"2024-8-21","3.47","3.47","3.49","3.43","127.52M","-0.29%"
"2024-8-20","3.48","3.51","3.52","3.47","174.69M","-0.85%"
"2024-8-19","3.51","3.47","3.52","3.46","168.94M","1.15%"
"2024-8-16","3.47","3.45","3.49","3.44","156.58M","0.58%"
"2024-8-15","3.45","3.41","3.46","3.40","146.51M","1.47%"
"2024-8-14","3.40","3.42","3.44","3.40","120.15M","-0.87%"
"2024-8-13","3.43","3.40","3.43","3.40","116.91M","0.88%"
"2024-8-12","3.40","3.44","3.45","3.39","153.92M","-1.16%"
"2024-8-9","3.44","3.44","3.47","3.44","107.26M","0.00%"
"2024-8-8","3.44","3.46","3.46","3.43","132.35M","-0.58%"
"2024-8-7","3.46","3.47","3.49","3.45","111.04M","-0.57%"
"2024-8-6","3.48","3.50","3.52","3.45","148.88M","-0.29%"
"2024-8-5","3.49","3.52","3.53","3.48","174.53M","-1.13%"
"2024-8-2","3.53","3.53","3.55","3.52","140.09M","-0.28%"
"2024-8-1","3.54","3.55","3.58","3.52","181.24M","-0.28%"
"2024-7-31","3.55","3.55","3.58","3.54","185.78M","0.28%"
"2024-7-30","3.54","3.60","3.61","3.53","176.63M","-1.94%"
"2024-7-29","3.61","3.53","3.61","3.51","197.43M","2.27%"
"2024-7-26","3.53","3.50","3.56","3.50","238.35M","-0.84%"
"2024-7-25","3.56","3.65","3.65","3.47","436.40M","-2.73%"
"2024-7-24","3.66","3.73","3.74","3.65","238.48M","-2.14%"
"2024-7-23","3.74","3.75","3.79","3.73","120.71M","-0.53%"
"2024-7-22","3.76","3.79","3.79","3.73","124.51M","-0.79%"
"2024-7-19","3.79","3.79","3.80","3.74","144.91M","-0.26%"
"2024-7-18","3.80","3.80","3.81","3.75","104.51M","0.00%"
"2024-7-17","3.80","3.77","3.81","3.76","130.04M","0.80%"
"2024-7-16","3.77","3.76","3.78","3.74","111.69M","0.27%"
"2024-7-15","3.76","3.73","3.77","3.71","110.54M","0.80%"
"2024-7-12","3.73","3.68","3.74","3.67","158.75M","-4.11%"
"2024-7-11","3.89","3.91","3.93","3.86","135.56M","0.00%"
"2024-7-10","3.89","3.87","3.93","3.87","137.71M","0.52%"
"2024-7-9","3.87","3.86","3.88","3.81","123.93M","0.52%"
"2024-7-8","3.85","3.84","3.88","3.83","115.00M","0.52%"
"2024-7-5","3.83","3.86","3.87","3.81","133.42M","-0.52%"
"2024-7-4","3.85","3.86","3.88","3.84","116.75M","-0.26%"
"2024-7-3","3.86","3.87","3.88","3.84","135.48M","-0.26%"
"2024-7-2","3.87","3.81","3.88","3.80","152.81M","1.57%"
"2024-7-1","3.81","3.78","3.82","3.77","93.50M","0.53%"
"2024-6-28","3.79","3.77","3.81","3.75","117.63M","0.80%"
"2024-6-27","3.76","3.75","3.79","3.73","148.21M","0.53%"
"2024-6-26","3.74","3.70","3.75","3.70","101.01M","1.08%"
"2024-6-25","3.70","3.69","3.73","3.68","141.30M","0.54%"
"2024-6-24","3.68","3.71","3.72","3.65","133.80M","-1.34%"
"2024-6-21","3.73","3.73","3.74","3.71","111.06M","0.00%"
"2024-6-20","3.73","3.77","3.78","3.72","77.54M","-1.06%"
"2024-6-19","3.77","3.75","3.79","3.74","110.64M","0.53%"
"2024-6-18","3.75","3.73","3.75","3.71","94.22M","0.54%"
"2024-6-17","3.73","3.77","3.77","3.71","152.96M","-1.06%"
"2024-6-14","3.77","3.77","3.79","3.74","218.63M","0.00%"
"2024-6-13","3.77","3.80","3.81","3.76","140.87M","-0.79%"
"2024-6-12","3.80","3.80","3.81","3.75","124.16M","0.26%"
"2024-6-11","3.79","3.84","3.86","3.78","145.62M","-1.56%"
"2024-6-7","3.85","3.81","3.85","3.81","100.12M","1.05%"
"2024-6-6","3.81","3.84","3.85","3.80","110.91M","-0.78%"
"2024-6-5","3.84","3.87","3.87","3.83","86.36M","-0.52%"
"2024-6-4","3.86","3.85","3.87","3.84","94.81M","0.00%"
"2024-6-3","3.86","3.90","3.92","3.84","192.80M","-1.28%"
"2024-5-31","3.91","3.90","3.92","3.89","128.77M","0.51%"
"2024-5-30","3.89","3.91","3.93","3.88","128.17M","-0.51%"
"2024-5-29","3.91","3.94","3.97","3.91","128.83M","-0.76%"
"2024-5-28","3.94","3.98","3.99","3.93","129.88M","-1.01%"
"2024-5-27","3.98","3.98","4.00","3.96","133.58M","0.00%"
"2024-5-24","3.98","3.99","4.02","3.97","110.37M","-0.25%"
"2024-5-23","3.99","4.03","4.04","3.98","145.73M","-0.99%"
"2024-5-22","4.03","3.99","4.04","3.99","202.49M","1.00%"
"2024-5-21","3.99","3.98","4.00","3.96","148.52M","0.50%"
"2024-5-20","3.97","3.97","4.01","3.96","195.91M","0.25%"
"2024-5-17","3.96","3.91","3.96","3.90","195.12M","1.54%"
"2024-5-16","3.90","3.88","3.92","3.87","174.79M","0.52%"
"2024-5-15","3.88","3.89","3.90","3.87","88.86M","-0.26%"
"2024-5-14","3.89","3.90","3.92","3.88","109.75M","-0.26%"
"2024-5-13","3.90","3.90","3.92","3.88","115.74M","-0.26%"
"2024-5-10","3.91","3.90","3.92","3.89","128.74M","0.51%"
"2024-5-9","3.89","3.88","3.90","3.88","116.82M","0.26%"
"2024-5-8","3.88","3.90","3.92","3.88","86.25M","-0.51%"
"2024-5-7","3.90","3.92","3.93","3.88","162.75M","-0.51%"
"2024-5-6","3.92","3.97","3.99","3.91","222.84M","-0.76%"
"2024-4-30","3.95","3.96","4.00","3.95","125.26M","-0.75%"
"2024-4-29","3.98","3.95","4.00","3.92","141.34M","0.76%"
"2024-4-26","3.95","3.98","4.00","3.92","136.29M","-0.75%"
"2024-4-25","3.98","3.96","3.99","3.94","76.60M","0.25%"
"2024-4-24","3.97","3.97","3.98","3.94","76.80M","0.25%"
"2024-4-23","3.96","3.99","4.02","3.96","94.14M","-0.75%"
"2024-4-22","3.99","4.04","4.07","3.97","120.62M","-0.99%"
"2024-4-19","4.03","4.05","4.08","4.02","92.97M","-0.74%"
"2024-4-18","4.06","4.02","4.10","4.01","166.48M","0.74%"
"2024-4-17","4.03","3.95","4.03","3.92","151.59M","2.03%"
"2024-4-16","3.95","3.98","3.99","3.93","132.37M","-0.75%"
"2024-4-15","3.98","3.92","3.98","3.88","116.69M","1.79%"
"2024-4-12","3.91","3.95","3.98","3.90","85.14M","-0.76%"
"2024-4-11","3.94","3.96","3.97","3.92","82.00M","-0.76%"
"2024-4-10","3.97","3.97","4.01","3.96","75.58M","-0.25%"
"2024-4-9","3.98","4.02","4.03","3.96","107.15M","-0.75%"
"2024-4-8","4.01","4.03","4.05","4.01","93.85M","-0.50%"
"2024-4-3","4.03","4.06","4.07","4.01","70.00M","-0.74%"
"2024-4-2","4.06","4.02","4.08","4.02","109.92M","1.00%"
"2024-4-1","4.02","4.05","4.07","4.01","99.96M","-0.74%"
"2024-3-29","4.05","4.04","4.12","4.03","114.53M","-0.25%"
"2024-3-28","4.06","4.07","4.09","4.02","130.25M","-0.25%"
"2024-3-27","4.07","4.01","4.10","4.00","156.16M","1.50%"
"2024-3-26","4.01","3.97","4.01","3.96","92.08M","1.01%"
"2024-3-25","3.97","3.96","3.99","3.93","74.67M","0.25%"
"2024-3-22","3.96","3.97","3.97","3.92","79.49M","0.00%"
"2024-3-21","3.96","3.96","4.00","3.95","63.43M","0.00%"
"2024-3-20","3.96","3.95","3.97","3.92","62.56M","0.25%"
"2024-3-19","3.95","3.98","3.99","3.95","55.09M","-0.75%"
"2024-3-18","3.98","3.98","4.01","3.97","64.20M","-0.25%"
"2024-3-15","3.99","3.96","3.99","3.95","76.20M","1.01%"
"2024-3-14","3.95","3.97","3.99","3.95","66.14M","-0.50%"
"2024-3-13","3.97","4.01","4.02","3.97","66.09M","-1.24%"
"2024-3-12","4.02","4.04","4.05","4.01","84.31M","-0.74%"
"2024-3-11","4.05","4.07","4.09","4.03","77.65M","-0.49%"
"2024-3-8","4.07","4.08","4.10","4.06","58.08M","-0.25%"
"2024-3-7","4.08","4.06","4.10","4.05","73.47M","0.25%"
"2024-3-6","4.07","4.08","4.10","4.06","68.75M","0.00%"
"2024-3-5","4.07","4.02","4.09","4.01","123.80M","1.24%"
"2024-3-4","4.02","4.05","4.06","4.01","82.98M","-0.99%"
"2024-3-1","4.06","4.04","4.07","4.03","95.76M","0.50%"
"2024-2-29","4.04","4.04","4.06","4.02","103.27M","-0.25%"
"2024-2-28","4.05","4.04","4.08","4.01","96.87M","0.25%"
"2024-2-27","4.04","4.02","4.06","4.01","61.28M","0.50%"
"2024-2-26","4.02","4.12","4.14","4.01","105.91M","-2.66%"
"2024-2-23","4.13","4.12","4.18","4.11","91.29M","0.49%"
"2024-2-22","4.11","4.11","4.15","4.08","89.16M","0.00%"
"2024-2-21","4.11","4.08","4.16","4.06","145.36M","0.74%"
"2024-2-20","4.08","4.00","4.09","3.99","120.23M","1.75%"
"2024-2-19","4.01","3.95","4.01","3.94","144.37M","1.52%"
"2024-2-8","3.95","3.95","3.96","3.85","180.79M","-0.25%"
"2024-2-7","3.96","3.97","3.98","3.90","195.45M","-0.25%"
"2024-2-6","3.97","3.95","3.98","3.91","167.80M","0.51%"
